1 10051 0 880 6
1 61969 0 1298 5
5 11785 0 180 6
5 25258 0 2407 5
5 1210 0 3192 5
6 2554 0 3754 5
11 81712 0 26 5
11 55612 0 27 7
11 55612 0 45 5
11 55612 0 52 8
11 55612 0 70 9
11 55612 0 81 5
11 55612 0 89 5
11 20827 0 112 13
11 55612 0 115 5
11 20827 0 132 9
11 15748 0 157 12
11 15748 0 174 13
11 55612 0 198 6
11 55612 0 206 9
11 55612 0 216 5
11 55612 0 222 7
11 55612 0 237 7
11 10165 0 241 15
11 55612 0 252 8
11 55612 0 261 5
11 55612 0 283 10
11 55612 0 294 6
11 55612 0 301 5
11 55612 0 310 30
11 55612 0 345 14
11 55612 0 360 14
11 10189 0 385 10
11 55612 0 385 8
11 10189 0 396 10
11 87949 0 404 6
11 10189 0 408 5
11 10189 0 414 9
11 87949 0 421 11
11 69799 0 427 5
11 87949 0 438 18
11 69799 0 448 13
11 87949 0 457 6
11 87949 0 473 9
11 87949 0 483 5
11 15748 0 495 18
11 15748 0 517 15
11 15748 0 537 7
11 87949 0 542 5
11 15748 0 554 5
11 15748 0 575 6
11 87949 0 578 9
11 15748 0 584 7
11 15748 0 616 8
11 15748 0 625 11
11 87949 0 636 5
11 87949 0 655 5
11 87949 0 664 5
11 15748 0 669 11
11 15748 0 681 16
11 87949 0 697 9
11 15748 0 698 9
11 87949 0 710 8
11 87949 0 723 6
11 87949 0 730 6
11 87949 0 738 8
11 15748 0 744 5
11 15748 0 753 8
11 15748 0 769 7
11 15748 0 778 15
11 15748 0 794 22
11 93532 0 813 11
11 15748 0 821 8
11 93532 0 844 13
11 15748 0 845 6
11 93532 0 858 5
11 93532 0 864 10
11 15748 0 869 12
11 93532 0 875 13
11 93532 0 899 8
11 93532 0 911 16
11 15748 0 918 6
11 19753 0 933 5
11 19753 0 939 5
11 19753 0 945 11
11 19753 0 958 8
11 93532 0 961 10
11 19753 0 968 8
11 19753 0 979 8
11 93532 0 983 11
11 19753 0 990 7
11 19753 0 1001 6
11 19753 0 1011 9
11 93532 0 1014 5
11 19753 0 1021 8
11 93532 0 1029 7
11 19753 0 1030 10
11 19753 0 1041 5
11 19753 0 1047 7
11 19753 0 1055 6
11 93532 0 1060 9
11 19753 0 1085 12
11 93532 0 1095 6
11 19753 0 1113 7
11 19753 0 1121 16
11 19753 0 1138 18
11 72073 0 1180 5
11 72073 0 1190 6
11 19753 0 1231 8
11 19753 0 1262 7
11 19753 0 1273 5
11 19753 0 1282 5
11 72073 0 1294 30
11 19753 0 1301 5
11 19753 0 1308 21
11 72073 0 1340 6
11 19753 0 1355 5
11 19753 0 1361 5
11 19753 0 1367 13
11 19753 0 1392 7
11 4573 0 1396 5
11 19753 0 1408 9
11 19753 0 1420 5
11 19753 0 1430 7
11 19753 0 1443 13
11 42214 0 1448 7
11 43915 0 1474 5
11 43915 0 1487 11
11 19753 0 1490 7
11 43915 0 1499 14
11 15247 0 1510 5
11 43915 0 1514 6
11 43915 0 1560 7
11 43915 0 1575 5
11 85423 0 1587 15
11 85423 0 1608 7
11 25258 0 1617 10
11 85423 0 1625 9
11 25258 0 1629 12
11 25258 0 1642 11
11 25258 0 1654 8
11 25258 0 1663 11
11 25258 0 1679 16
11 25258 0 1696 8
11 25258 0 1715 7
11 25258 0 1736 5
11 25258 0 1746 25
11 25258 0 1772 12
11 25258 0 1785 16
11 25258 0 1802 16
11 25258 0 1823 6
11 42214 0 1824 8
11 25258 0 1830 7
11 25258 0 1844 12
11 25258 0 1866 12
11 25258 0 1897 12
11 25258 0 1911 10
11 25258 0 1930 11
11 25258 0 1942 5
11 36337 0 1946 12
11 36337 0 1959 11
11 36337 0 1978 6
11 36337 0 1994 13
11 42214 0 2046 11
11 25258 0 2047 11
11 42214 0 2058 6
11 25258 0 2064 5
11 42214 0 2077 5
11 42214 0 2087 6
11 42214 0 2098 13
11 25258 0 2110 5
11 25258 0 2117 5
11 42214 0 2119 10
11 25258 0 2123 7
11 67915 0 2175 5
11 67915 0 2181 7
11 67915 0 2208 7
11 67915 0 2216 15
11 42214 0 2235 6
11 42214 0 2244 20
11 42214 0 2265 11
11 42214 0 2287 9
11 36799 0 2303 5
11 42214 0 2303 15
11 36799 0 2330 5
11 42214 0 2339 8
11 42214 0 2352 16
11 42214 0 2373 6
11 36799 0 2383 41
11 36799 0 2426 10
11 34066 0 2452 15
11 34066 0 2473 5
11 94888 0 2483 6
11 94888 0 2494 7
11 94888 0 2502 21
11 94888 0 2535 5
11 94888 0 2558 12
11 34066 0 2562 6
11 94888 0 2580 6
11 34066 0 2581 6
11 34066 0 2588 10
11 94888 0 2603 5
11 94888 0 2610 5
11 94888 0 2618 16
11 34066 0 2629 5
11 94888 0 2639 13
11 34066 0 2650 14
11 94888 0 2658 20
11 34066 0 2665 6
11 34066 0 2677 5
11 94888 0 2680 8
11 94888 0 2696 5
11 94888 0 2703 7
11 14992 0 2711 5
11 34066 0 2715 11
11 34066 0 2734 6
11 94888 0 2757 6
11 34066 0 2758 5
11 34066 0 2769 9
11 34066 0 2779 7
11 94888 0 2832 10
11 94888 0 2865 6
11 52045 0 2867 9
11 94888 0 2883 20
11 26347 0 2926 11
11 26347 0 2938 5
11 26347 0 2964 5
11 26347 0 2971 7
11 36337 0 2971 6
11 36337 0 2978 5
11 26347 0 2979 5
11 26347 0 2997 8
11 26347 0 3025 5
11 26347 0 3034 14
11 58525 0 3046 13
11 26347 0 3056 5
11 26347 0 3070 5
11 58525 0 3073 6
11 58525 0 3090 7
11 26347 0 3098 14
11 26347 0 3113 5
11 26347 0 3133 9
11 26347 0 3143 9
11 26347 0 3165 9
11 26347 0 3176 5
11 94888 0 3178 5
11 94888 0 3188 7
11 94888 0 3214 6
11 58525 0 3218 5
11 94888 0 3222 12
11 26347 0 3226 5
11 26347 0 3233 18
11 94888 0 3239 10
11 36799 0 3267 6
11 55612 0 3300 5
11 55612 0 3314 7
11 16336 0 3351 10
11 16336 0 3363 5
11 55612 0 3370 15
11 55612 0 3386 15
11 55612 0 3430 6
11 55612 0 3437 6
11 55612 0 3450 7
11 55612 0 3458 7
11 55612 0 3480 7
11 55612 0 3492 12
11 55612 0 3505 14
11 55612 0 3533 13
11 55612 0 3547 18
11 55612 0 3570 9
11 69706 0 3578 6
11 69706 0 3600 5
11 69706 0 3606 8
11 69706 0 3616 6
11 69706 0 3630 5
11 55612 0 3635 6
11 55612 0 3642 5
11 55612 0 3648 19
11 69706 0 3663 9
11 55612 0 3671 21
11 69706 0 3683 9
11 69706 0 3694 7
11 55612 0 3702 14
11 69706 0 3702 7
11 69706 0 3718 16
11 55612 0 3739 5
11 55612 0 3809 6
11 83296 0 3832 8
11 55612 0 3839 6
11 83296 0 3841 9
11 55612 0 3846 8
11 55612 0 3866 19
11 55612 0 3886 6
11 83296 0 3891 9
11 55612 0 3896 13
11 55612 0 3910 16
11 55612 0 3927 11
11 55612 0 3942 17
11 55612 0 3961 5
11 55612 0 3967 14
11 55612 0 3982 10
11 83416 0 4049 8
11 56113 0 4061 6
11 83416 0 4076 5
11 56113 0 4105 8
11 83416 0 4110 18
11 69706 0 4134 10
11 69706 0 4154 9
11 69706 0 4168 5
11 69706 0 4174 22
11 44056 0 4186 11
11 69706 0 4197 12
11 44056 0 4198 6
11 44056 0 4207 17
11 44056 0 4227 15
11 44056 0 4247 16
11 95446 0 4263 6
11 44056 0 4289 6
11 95446 0 4297 5
11 95446 0 4314 5
11 95446 0 4325 17
11 95446 0 4350 14
11 95446 0 4366 5
11 95446 0 4374 8
11 58342 0 4414 7
11 58342 0 4431 17
11 95446 0 4455 8
11 58342 0 4457 8
11 95446 0 4465 16
11 58342 0 4492 10
11 95446 0 4504 14
11 95446 0 4519 7
11 95446 0 4527 10
11 58342 0 4541 10
11 95446 0 4572 13
11 95446 0 4599 7
11 95446 0 4610 7
11 95446 0 4638 13
11 95446 0 4656 12
11 95446 0 4670 7
11 95446 0 4690 11
11 52045 0 4708 6
11 52045 0 4718 10
11 55612 0 4768 8
11 55612 0 4777 6
11 55612 0 4784 8
11 55612 0 4799 15
11 55612 0 4823 13
11 55612 0 4857 22
11 55612 0 4880 19
