2500 1
1 2.715568116545523 10.763747084506978
1 2.977454107552315 13.082530613072608
1 2.668556296907413 7.698845587512516
1 2.7073440660746524 10.181134628681098
1 2.603649315543212 25.919184227280077
1 2.7607708907623185 4.590226534293822
1 2.8106731584345463 17.213994075832186
1 2.660871686028497 28.222546933757485
1 2.62671072102255 13.140684992242619
1 2.664726396757746 14.607992679985161
1 3.0468732882601772 8.689030400029395
1 3.171339354201032 16.07878726472154
1 2.5194644247048905 18.72010523895733
1 2.6694291632048217 23.62813012095502
1 2.7397898896359543 25.06579594012914
1 3.22925345748535 15.695534320086583
1 3.007224690625936 29.052153390257367
1 2.763270731395882 20.158957907584778
1 2.57743463533355 10.910311688619883
1 2.7167151890877492 8.979721073340347
1 2.5661549704210325 10.270507750941915
1 2.730320878223736 8.278921659996128
1 3.1338955045157424 21.573086898419373
1 3.4046863705321857 24.69496296404001
1 2.691753543016656 2.163871512905912
1 2.9777674667780447 12.594980952308442
1 2.7730573898893356 11.628671937490786
1 2.835608376102371 14.052434046713872
1 2.839077310757519 29.805888903960394
1 2.484785881446001 4.573323258823234
1 2.8352070432804646 12.475139204526881
1 3.052481700871072 27.291002329237124
1 2.6264674483457044 28.850975030294233
1 2.8043927957824195 16.35500113292871
1 3.2062832811397945 4.168786663403509
1 2.5067139565261214 20.320800029515862
1 2.7171720766666647 9.401136357266678
1 3.0351742444749297 23.725377476821716
1 3.0228194175680025 25.720587158242953
1 2.9121511772340143 22.886476092211783
1 2.7284713890411765 17.916967532901257
1 2.9178798480914114 14.395899245236356
1 2.7439660693888333 9.828982752174898
1 2.7972538957515707 9.581625345130997
1 2.7043893109021813 12.537964966075592
1 2.6641523428689027 12.043332375780054
1 3.3111536167135123 20.018485430040606
1 2.545118795542273 13.017491476835175
1 2.615100880245911 11.576186653422294
1 3.0309593382331976 18.266917263433132
1 2.6300178584552802 3.9198408941538374
1 3.0317005580258676 23.081768538950957
1 2.8740278248327167 25.025636292952264
1 3.0327714400366133 13.789860607410393
1 2.7071810850557987 8.22927117896837
1 2.8289853719243725 19.745738287236023
1 3.1052740346167496 28.602568062039786
1 2.661540857602001 20.42540554695045
1 2.6782117735421376 27.063669818594967
1 2.7673500292304705 15.39629983794482
1 3.0079349586522275 4.153912704697646
1 2.586032364433319 12.802345608350722
1 2.709372137247938 13.242295789754149
1 2.6663855630521263 6.857942783949993
1 3.400609295468512 23.75698155753962
1 2.810444939725347 22.108875878223206
1 2.804978981561798 9.563430266472793
1 2.6248517145198584 17.727220404850254
1 2.596903986233457 12.884043262825712
1 3.045869024597853 22.671782987696567
1 2.7173875824671634 10.540761451141357
1 2.6609062321965555 7.251194728565264
1 2.819883843753935 3.9363958392607987
1 3.121256649979471 4.466242497955768
1 2.5622019326383136 6.961269293293849
1 2.731295437057937 19.916708939466314
1 2.8006219953354594 4.550410653310473
1 2.984033625545325 28.345345744084206
1 2.973200957915677 26.5822459957045
