1.2775 0.0000
# Distance Distribution
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.016 0.000
0.971 0.000
8.579 0.000
19.295 0.000
22.724 0.000
16.438 0.000
11.812 0.000
7.624 0.000
5.002 0.000
3.421 0.000
2.403 0.000
1.714 0.000
# Angle Distribution
0.352 0.000
0.861 0.000
1.550 0.000
2.051 0.000
2.387 0.000
2.849 0.000
3.288 0.000
3.781 0.000
3.890 0.000
4.078 0.000
4.227 0.000
4.571 0.000
4.438 0.000
4.477 0.000
4.939 0.000
4.462 0.000
4.227 0.000
4.391 0.000
4.117 0.000
3.765 0.000
3.796 0.000
3.444 0.000
3.601 0.000
3.202 0.000
3.084 0.000
2.935 0.000
3.037 0.000
2.568 0.000
2.896 0.000
2.732 0.000
