2500 1
1 3.206133831486062 22.036535168203905
1 2.7351952609350225 12.561923098320817
0 3.0698172195284306 15.365927715830773
0 2.860890689689672 6.156008590594881
1 3.4785813467874003 24.73947452463196
1 2.836388277270287 19.708627092979327
0 3.0385994897294357 11.665201458100476
1 2.9620300522271723 21.800395047677846
1 2.95479194989825 21.185051430546398
0 2.715216184223888 16.858241883533054
1 2.8317326371813607 18.156802123268854
0 2.9368400834511488 9.561447686181173
0 2.845342309049631 12.342912174852788
1 3.0427996511990574 20.002268181063336
0 2.6882740365607285 12.655588498930381
0 2.9551560144104734 14.718328793852349
1 2.9187561985754678 24.54121650727679
0 2.824789691712432 16.482740138582603
0 2.856756474074942 12.676098928965073
1 2.9152133582357824 16.402196160998376
1 2.9205744456057263 6.66209998304598
1 3.14019186341183 0.544360832471022
0 2.830481472367575 17.071896297002635
0 2.7909486021139034 15.889590747959463
1 2.97631358134787 13.648044328651627
1 2.8335162296409546 22.79335220024407
0 2.685369239850288 13.897097511219972
0 2.8302524968989418 10.500042722812292
1 2.7283464118652647 9.021956829340306
0 2.8370443191008996 11.089487749947587
0 2.8611746988892186 7.78554335605311
1 2.74098557638001 13.008373879725328
1 2.8166170841571607 21.411715938057622
0 2.942661201635404 17.03189699600556
0 2.805891206825882 8.668336307003157
1 2.65991241818012 15.724637796190672
1 2.9514779980309664 16.61885735990731
0 2.689098523545025 10.888836924559838
0 2.6910892499841834 15.884170141682725
1 2.705029750982356 7.523964494418
1 3.3295688136700092 9.87664624579788
1 2.7425169157340443 10.248888278737303
0 2.7450725013730044 13.89517795798562
0 2.6634462562209062 9.675910283103097
1 3.0052026154133946 25.849447428679586
0 2.659645181946103 13.189081430373657
0 3.035209580152287 12.6664614888843
1 2.6665788125544383 22.193492303318454
1 3.481121250132794 27.276770174923453
0 2.7533047572425478 11.050707259050158
0 2.8320313194143676 3.391667522899531
1 2.767243860935349 8.656734016017325
1 2.755484183798695 3.8189006717384992
0 2.929323252090541 15.980638751660894
0 2.782457385213367 8.941907984896725
1 2.7355414628978165 21.022205252790354
0 2.9619354846307298 17.213565067734383
0 2.9405043795750263 29.495534987560344
1 2.7633700580838814 20.184124481832676
0 2.8243960706571625 9.985778636995061
1 2.739295910633519 7.198168799419568
