1.2224 0.8813
# Distance Distribution
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.000
0.000 0.011
0.434 0.976
5.784 9.441
17.801 21.185
23.552 23.465
19.265 18.019
13.244 10.757
8.287 6.286
5.211 4.471
3.689 3.120
2.732 2.269
# Angle Distribution
0.303 0.374
0.851 1.271
1.620 2.008
2.356 2.632
2.863 3.415
2.978 3.960
3.673 4.244
3.698 5.015
4.295 4.856
4.434 4.505
4.688 5.310
4.745 4.766
4.728 5.095
4.467 4.981
4.900 4.743
4.188 4.119
4.221 4.777
3.845 3.801
4.246 3.620
3.722 3.200
3.452 3.098
3.477 2.882
3.354 2.701
3.141 2.337
3.060 2.519
2.830 2.167
2.830 2.031
2.700 2.111
2.086 2.008
2.250 1.452
