2500 1
1 2.738358507960092 22.04245727621763
0 2.904599547069972 13.534797762858053
1 3.464802496015899 18.846911717760992
0 2.8918852901694057 14.117393372871428
1 2.819807342234933 4.027615034864303
0 2.8735614794686084 24.68448189371917
1 2.8869657617549747 28.05802898934837
0 3.2354338475257842 6.827946514106694
1 2.6532965311567054 13.756132190820912
0 3.041056045374182 12.914473770479635
1 2.7111590512025496 3.685386818448038
0 3.0206243320499957 7.0935739204457295
1 2.8261848739023767 14.399630567171322
1 3.1685877761915604 6.183452061581141
0 2.8750191215829455 13.360727340028834
1 2.7144634850751803 11.400919984750447
0 2.738797805408376 10.548770470036247
1 2.930224678269889 21.469904480777256
0 2.7084056285387033 4.419490596855403
1 2.840804591856512 11.837558114907633
1 3.383799990576156 10.15597703770139
0 3.062919954483502 5.426287720365034
1 2.824303558296294 15.471381716376271
0 3.192309306617865 12.733457145402513
1 2.7498542553918006 5.776207666753564
0 2.9544956080679565 13.986157153233894
1 2.7853176580741286 22.271304058122677
1 2.812616514114836 24.941574935183713
0 2.677684683795264 4.745315269896085
1 2.8150557593383385 12.470420701574659
1 2.8223058136903036 9.27396313987886
0 2.7062433521109917 16.93657219298437
1 2.804482766076499 14.37800317839618
1 3.171054861362521 22.969089201421507
1 3.1845010334041732 10.875342450912934
0 2.7525630564475008 10.869531233363123
1 2.7618381857751184 11.943681048585375
0 2.7205206145587004 6.800806819311553
1 2.870609372992062 8.532988766413654
0 2.992552265390069 3.145175780758763
1 2.886225026422833 5.89783008197828
0 2.8986182500387336 5.816910877938876
1 3.0193640486244204 14.003963716287084
0 2.8786346773684706 21.143204402677313
1 2.861398396228201 11.084586423187393
1 3.1559721524324496 8.365756545332534
0 2.84575015896619 5.1265651353446415
0 2.88160376455897 14.823353317757308
1 3.425326391277823 21.94799585245262
1 2.9046327013934827 12.509768056544877
0 2.9385874169317825 9.457804633577604
1 3.2355678609802405 23.549949542331877
0 3.032763983336915 14.173666241009172
1 2.849748720525524 3.8105578001453932
0 2.878457177895727 12.195696080207416
1 2.810395023783698 6.368912600712304
0 2.8949770199209652 19.471198837952528
1 2.9579137445202868 21.325595147695257
0 2.650223473864469 18.05889796869955
0 2.936966634065728 20.56279488111213
1 2.813033870921478 13.765232735063574
1 3.1414490924999616 15.818747240784944
0 2.9310513615319693 5.97148192094108
1 3.469497035647801 27.78684159539869
1 2.8195789321710265 19.643622033128587
1 3.4512989164442134 16.778281200909095
1 3.470983475054175 25.28784166960807
0 2.716470895973685 1.338930980517572
1 2.946335691363831 10.986677840857032
0 2.728600228816762 12.15847374122761
1 2.8139518340634115 5.918608162235823
0 3.0828898646757987 16.020102533905767
1 3.0450826795470545 10.527113315581504
0 2.834873079181672 13.51548094785019
1 3.1522664529984894 14.947409298771587
1 2.8348971238721137 8.675463730660752
0 2.8378322063299803 5.294021099291424
1 3.2256511226074562 18.565847410359183
1 3.262620976094517 17.176550709479276
0 2.587010547956079 7.227604169822828
1 2.883361060582238 20.18968717991827
0 2.632241304774744 16.26463812976749
0 2.6789867688991884 12.020276475185733
1 2.9645070229586015 20.27499936526493
0 2.9379408327933776 15.824629119759765
1 2.8037265426187346 8.333409629665443
1 2.80178323453684 13.37937420100929
0 2.9312974030015178 1.896667228724986
1 2.9063928328788737 7.113033574731447
0 2.8585201526285307 27.85222678828753
1 3.172952201423 3.267132423356403
1 3.438215334343102 27.542272353790118
0 3.021235687484949 15.569396343558319
0 2.649116628764684 11.2003679099378
1 2.8754432932521 15.472235065311173
1 2.78417366186367 15.750572754520281
0 2.685315739120533 6.961734372565629
1 3.108522693156679 12.093724601121943
1 2.850926680004232 14.312402290321543
0 3.1169709805268644 29.9102911036284
1 3.2056053706218743 19.7528852242117
1 3.335597987656225 25.488103179590095
0 3.0108522168707528 11.167582466041623
1 3.0429670319129234 6.05063691277046
0 2.971294380431594 13.978967477720433
1 3.2424003769029563 9.617302865758028
0 2.9242364880430065 28.19697672457863
1 3.4989395328400565 1.5480199885575534
1 2.857482696713955 9.805926753800497
0 3.496852324308052 6.14851669340573
1 2.9064994988977766 19.26981100168772
0 2.7333820032123586 11.856311599372356
1 3.191885118375459 26.17858285150793
1 2.893912474879306 4.811853252849334
0 2.9160741442880873 17.226863063429743
1 2.797933599220636 6.297533347393917
0 3.0477029810164926 12.904200171788242
1 2.9162417249637396 5.144367167415825
0 2.6526131710771024 8.426041858436394
1 2.9878731430246925 16.22216910043199
1 2.6717771249309106 17.252624175636473
0 3.1490629129462477 20.205940469543794
1 3.0593038846901512 29.760560410711506
1 2.897447591961645 10.709162410483957
0 2.693718404432156 1.9148879586822682
